full_name,stars,forks,open_issues,created_at,pushed_at,language,license,description
open-spaced-repetition/fsrs4anki,4020,163,8,2022-09-08T10:53:22Z,2026-03-20T08:55:34Z,Jupyter Notebook,MIT License,A modern Anki custom scheduling based on Free Spaced Repetition Scheduler algorithm
junyanz/iGAN,4002,584,14,2016-09-21T06:44:49Z,2020-08-05T01:05:44Z,Python,MIT License,Interactive Image Generation via Generative Adversarial Networks
TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,3998,1636,158,2017-07-13T19:46:01Z,2025-03-19T09:40:41Z,Python,Other,"A comprehensive list of Deep Learning / Artificial Intelligence and Machine Learning tutorials - rapidly expanding into areas of AI/Deep Learning / Machine Vision / NLP and industry specific areas such as Climate / Energy, Automotives, Retail, Pharma, Medicine, Healthcare, Policy, Ethics and more."
quark0/darts,3996,838,95,2018-06-25T05:27:29Z,2021-01-03T02:21:40Z,Python,Apache License 2.0,Differentiable architecture search for convolutional and recurrent networks
lucidrains/vector-quantize-pytorch,3985,335,52,2020-06-09T19:23:00Z,2026-07-20T14:18:43Z,Python,MIT License,"Vector (and Scalar) Quantization, in Pytorch"
higgsfield-ai/higgsfield,3983,679,9,2018-05-26T22:47:43Z,2024-05-25T17:43:07Z,Jupyter Notebook,Apache License 2.0,"Fault-tolerant, highly scalable GPU orchestration, and a machine learning framework designed for training models with billions to trillions of parameters"
Nixtla/nixtla,3965,334,65,2021-09-23T15:48:41Z,2026-07-22T17:18:57Z,Jupyter Notebook,Other,"TimeGPT-1: production ready pre-trained Time Series Foundation Model  for forecasting and anomaly detection. Generative pretrained transformer for time series trained on over 100B data points. It's capable of accurately predicting various domains such as retail, electricity, finance, and IoT with just a few lines of code 🚀."
foolwood/benchmark_results,3947,1026,17,2016-08-17T02:23:51Z,2020-07-20T10:44:32Z,,,Visual Tracking Paper List
clovaai/deep-text-recognition-benchmark,3937,1134,245,2019-04-03T07:24:05Z,2024-03-04T10:24:54Z,Jupyter Notebook,Apache License 2.0,"Text recognition (optical character recognition) with deep learning methods, ICCV 2019"
thuml/Transfer-Learning-Library,3927,597,19,2020-02-14T11:33:06Z,2024-05-10T06:59:42Z,Python,MIT License,"Transfer Learning Library for Domain Adaptation, Task Adaptation, and Domain Generalization"
Lightning-AI/LitServe,3920,295,49,2023-12-12T14:45:03Z,2026-07-20T21:03:43Z,Python,Apache License 2.0,"A minimal Python framework for building custom AI inference servers with full control over logic, batching, and scaling."
chrieke/awesome-satellite-imagery-datasets,3908,668,0,2018-05-01T22:13:17Z,2022-07-14T18:02:46Z,,MIT License,🛰️ List of satellite image training datasets with annotations for computer vision and deep learning
ikostrikov/pytorch-a2c-ppo-acktr-gail,3902,842,93,2017-08-22T15:57:25Z,2022-05-29T12:40:49Z,Python,MIT License,"PyTorch implementation of Advantage Actor Critic (A2C), Proximal Policy Optimization (PPO), Scalable trust-region method for deep reinforcement learning using Kronecker-factored approximation (ACKTR) and Generative Adversarial Imitation Learning (GAIL)."
simoninithomas/Deep_reinforcement_learning_Course,3900,1215,47,2018-03-25T10:08:52Z,2023-05-02T12:25:40Z,Jupyter Notebook,,Implementations from the free course Deep Reinforcement Learning with Tensorflow and PyTorch
dkozlov/awesome-knowledge-distillation,3891,513,0,2017-02-28T13:18:38Z,2026-05-25T23:16:02Z,,Apache License 2.0,Awesome Knowledge Distillation
grananqvist/Awesome-Quant-Machine-Learning-Trading,3881,682,20,2018-11-05T21:09:06Z,2025-05-21T20:41:58Z,,,Quant/Algorithm trading resources with an emphasis on Machine Learning
NervanaSystems/neon,3864,804,91,2014-10-16T01:00:17Z,2020-12-23T01:21:42Z,Python,Apache License 2.0,Intel® Nervana™ reference deep learning framework committed to best performance on all hardware
hyperai/tvm-cn,3857,777,41,2022-05-30T07:02:03Z,2026-05-20T10:44:11Z,TypeScript,Apache License 2.0,TVM Documentation in Chinese Simplified / TVM 中文文档
LazyAGI/LazyLLM,3854,399,43,2024-06-04T05:01:45Z,2026-07-22T14:37:19Z,Python,Apache License 2.0,Easiest and laziest way for  building multi-agent LLMs applications.
mseitzer/pytorch-fid,3850,530,27,2018-02-10T12:33:06Z,2024-07-03T06:40:02Z,Python,Apache License 2.0,Compute FID scores with PyTorch.
NTMC-Community/MatchZoo,3847,893,34,2017-06-08T08:55:22Z,2024-08-02T16:23:45Z,Python,Apache License 2.0,"Facilitating the design, comparison and sharing of deep text matching models."
open-mmlab/mmpretrain,3843,1109,272,2020-07-09T16:25:04Z,2024-11-01T06:27:36Z,Python,Apache License 2.0,OpenMMLab Pre-training Toolbox and Benchmark
allmachinelearning/MachineLearning,3827,979,4,2017-05-09T10:29:21Z,2024-04-01T10:34:07Z,,,Machine learning resources
TrickyGo/Dive-into-DL-TensorFlow2.0,3824,814,22,2018-04-23T09:10:41Z,2023-03-17T08:51:52Z,Jupyter Notebook,Apache License 2.0,本项目将《动手学深度学习》(Dive into Deep Learning)原书中的MXNet实现改为TensorFlow 2.0实现，项目已得到李沐老师的认可
google-research/scenic,3819,479,302,2021-07-12T14:27:08Z,2026-07-22T06:31:11Z,Python,Apache License 2.0,Scenic: A Jax Library for Computer Vision Research and Beyond
MLNLP-World/DeepLearning-MuLi-Notes,3801,591,5,2022-05-01T10:05:05Z,2023-04-11T13:21:00Z,Jupyter Notebook,,Notes about courses Dive into Deep Learning by Mu Li
lightly-ai/lightly,3784,343,93,2020-10-13T13:02:56Z,2026-07-20T13:08:03Z,Python,MIT License,A python library for self-supervised learning on images.
apachecn/hands-on-ml-zh,3781,1525,19,2018-04-08T09:19:49Z,2021-08-09T03:54:42Z,CSS,,:book: [译] Sklearn 与 TensorFlow 机器学习实用指南【版权问题，网站已下线！！】
Sophia-11/Machine-Learning-Notes,3779,746,3,2019-09-20T05:06:57Z,2021-03-13T03:19:59Z,,,周志华《机器学习》手推笔记
google/deepvariant,3763,796,6,2017-11-23T01:56:22Z,2026-03-19T04:57:17Z,Python,"BSD 3-Clause ""New"" or ""Revised"" License",DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA sequencing data.
ashishpatel26/Andrew-NG-Notes,3760,1260,3,2019-06-08T12:44:06Z,2025-08-01T12:17:07Z,Jupyter Notebook,,This is Andrew NG Coursera Handwritten Notes.
huggingface/huggingface_hub,3758,1110,193,2020-12-22T10:20:28Z,2026-07-22T16:07:28Z,Python,Apache License 2.0,The official CLI and Python client for the Hugging Face Hub.
olivia-ai/olivia,3723,343,22,2018-06-05T18:19:31Z,2025-02-06T10:19:30Z,Go,MIT License,💁‍♀️Your new best friend powered by an artificial neural network
hiyouga/LlamaFactory,73453,8966,1083,2023-05-28T10:09:12Z,2026-07-17T14:50:13Z,Python,Apache License 2.0,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
apachecn/ailearning,42404,11531,4,2017-02-25T08:53:02Z,2024-11-12T16:21:55Z,Python,Other,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2
666ghj/BettaFish,41820,7623,5,2024-07-01T13:11:38Z,2026-07-21T06:13:29Z,Python,GNU General Public License v2.0,微舆：人人可用的多Agent舆情分析助手，打破信息茧房，还原舆情原貌，预测未来走向，辅助决策！从0实现，不依赖任何框架。
google-research/bert,40062,9691,880,2018-10-25T22:57:34Z,2024-07-23T23:39:41Z,Python,Apache License 2.0,TensorFlow code and pre-trained models for BERT
google/langextract,37696,2607,113,2025-07-08T20:46:06Z,2026-07-02T07:59:47Z,Python,Apache License 2.0,A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization.
hankcs/HanLP,36458,10929,12,2014-10-09T06:36:16Z,2025-11-15T23:08:17Z,Python,Apache License 2.0,"Natural Language Processing for the next decade. Tokenization, Part-of-Speech Tagging, Named Entity Recognition, Syntactic & Semantic Dependency Parsing, Document Classification"
stanford-oval/storm,30262,2829,106,2024-03-24T16:23:39Z,2025-09-30T18:07:21Z,Python,MIT License,An LLM-powered knowledge curation system that researches a topic and generates a full-length report with citations.
NirDiamant/RAG_Techniques,28772,3512,13,2024-07-13T16:08:36Z,2026-07-14T18:50:33Z,Jupyter Notebook,Other,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. Each technique has a detailed notebook tutorial.
deepset-ai/haystack,25984,2944,110,2019-11-14T09:05:28Z,2026-07-22T16:02:17Z,Python,Apache License 2.0,"Open-source AI orchestration framework for building context-engineered, production-ready LLM applications. Design modular pipelines and agent workflows with explicit control over retrieval, routing, memory, and generation. Built for scalable agents, RAG, multimodal applications, semantic search, and conversational systems."
AiHubCN/Awesome-Chinese-LLM,22693,2135,25,2023-05-22T12:27:03Z,2026-05-10T05:03:06Z,,,整理开源的中文大语言模型，以规模较小、可私有化部署、训练成本较低的模型为主，包括底座模型，垂直领域微调及应用，数据集与教程等。
microsoft/unilm,22170,2703,684,2019-07-23T04:15:28Z,2026-01-23T04:09:35Z,Python,MIT License,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
RasaHQ/rasa,21260,4919,152,2016-10-14T12:27:49Z,2026-05-22T13:47:33Z,Python,Apache License 2.0,"💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants"
AI4Finance-Foundation/FinGPT,20935,2971,96,2023-02-11T20:21:34Z,2026-07-18T03:54:28Z,Jupyter Notebook,MIT License,FinGPT: Open-Source Financial Large Language Models!  Revolutionize 🔥    We release the trained model on HuggingFace.
ymcui/Chinese-LLaMA-Alpaca,18944,1850,6,2023-03-15T11:09:39Z,2026-04-19T00:58:05Z,Python,Apache License 2.0,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
piskvorky/gensim,16465,4406,435,2011-02-10T07:43:04Z,2025-11-01T12:01:39Z,Python,GNU Lesser General Public License v2.1,Topic Modelling for Humans
memvid/memvid,16031,1388,25,2025-05-27T16:01:08Z,2026-07-14T14:39:07Z,Rust,Apache License 2.0,"Memory layer for AI Agents. Replace complex RAG pipelines with a serverless, single-file memory layer. Give your agents instant retrieval and long-term memory."
graykode/nlp-tutorial,14918,3944,41,2019-01-09T11:44:20Z,2024-02-21T13:49:10Z,Jupyter Notebook,MIT License,Natural Language Processing Tutorial for Deep Learning Researchers
virgili0/Virgilio,14890,2513,28,2019-03-12T18:45:36Z,2025-10-14T17:32:44Z,Jupyter Notebook,Other,Your new Mentor for Data Science E-Learning.
botpress/botpress,14811,2283,29,2016-11-16T21:57:59Z,2026-07-22T17:38:17Z,TypeScript,MIT License,The open-source hub to build & deploy GPT/LLM Agents ⚡️
nltk/nltk,14680,3028,268,2009-09-07T10:53:58Z,2026-07-08T02:35:12Z,Python,Apache License 2.0,NLTK Source
flairNLP/flair,14384,2107,32,2018-06-11T11:04:18Z,2025-10-27T18:11:31Z,Python,Other,A very simple framework for state-of-the-art Natural Language Processing (NLP)
PaddlePaddle/PaddleNLP,12958,3037,374,2021-02-05T13:07:42Z,2026-05-23T02:54:28Z,Python,Apache License 2.0,Easy-to-use and powerful LLM and SLM library with awesome model zoo.
neuml/txtai,12743,849,9,2020-08-09T19:14:59Z,2026-07-22T13:50:44Z,Python,Apache License 2.0,"💡 All-in-one AI framework for semantic search, LLM orchestration and language model workflows"
dair-ai/AI-Papers-of-the-Week,12668,801,0,2023-01-08T19:26:35Z,2026-07-20T15:01:54Z,,,🔥Highlighting the top ML papers every week.
spencermountain/compromise,12142,667,117,2011-07-05T09:04:38Z,2026-07-20T00:45:38Z,JavaScript,MIT License,modest natural-language processing
huggingface/tokenizers,10901,1153,249,2019-11-01T17:52:20Z,2026-07-22T16:23:18Z,Rust,Apache License 2.0,💥 Fast State-of-the-Art Tokenizers optimized for Research and Production
ymcui/Chinese-BERT-wwm,10223,1385,1,2019-06-19T22:55:01Z,2026-04-19T00:57:10Z,Python,Apache License 2.0,Pre-Training with Whole Word Masking for Chinese BERT（中文BERT-wwm系列模型）
Mooler0410/LLMsPracticalGuide,10200,788,17,2023-04-23T04:22:20Z,2026-04-08T18:26:44Z,,,"A curated list of practical guide resources of LLMs (LLMs Tree, Examples, Papers)"
data-privacy-stack/presidio,10123,1213,93,2018-05-04T11:08:58Z,2026-07-22T09:11:24Z,Python,MIT License,"An open-source framework for detecting, redacting, masking, and anonymizing sensitive data (PII) across text, images, and structured data. Supports NLP, pattern matching, and customizable pipelines."
stanfordnlp/CoreNLP,10096,2721,182,2013-06-27T21:13:49Z,2026-06-28T21:39:32Z,Java,GNU General Public License v3.0,"CoreNLP: A Java suite of core NLP tools for tokenization, sentence segmentation, NER, parsing, coreference, sentiment analysis, etc."
brightmart/nlp_chinese_corpus,9906,1554,23,2019-02-08T14:15:12Z,2026-02-06T11:42:20Z,,MIT License,大规模中文自然语言处理语料  Large Scale Chinese Corpus for NLP
sloria/TextBlob,9542,1193,71,2013-06-30T18:29:18Z,2026-07-21T03:03:06Z,Python,MIT License,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation, and more."
WooooDyy/LLM-Agent-Paper-List,8166,495,29,2023-09-12T14:19:42Z,2025-09-12T03:08:58Z,,,"The paper list of the 86-page SCIS cover paper ""The Rise and Potential of Large Language Model Based Agents: A Survey"" by Zhiheng Xi et al."
jessevig/bertviz,8131,886,22,2018-12-16T16:50:42Z,2026-01-08T22:38:46Z,Python,Apache License 2.0,BertViz: Visualize Attention in Transformer Models
brightmart/text_classification,7940,2535,47,2017-05-30T14:25:42Z,2023-09-28T05:55:11Z,Python,MIT License,all kinds of text classification models and more with deep learning
crownpku/Awesome-Chinese-NLP,7930,1707,11,2017-07-14T04:07:08Z,2023-07-27T02:54:52Z,,Apache License 2.0,A curated list of resources for Chinese NLP 中文自然语言处理相关资料
MaartenGr/BERTopic,7750,909,470,2020-09-22T14:19:29Z,2026-05-13T08:54:06Z,Python,MIT License,Leveraging BERT and c-TF-IDF to create easily interpretable topics. 
Morizeyao/GPT2-Chinese,7601,1686,109,2019-05-31T02:07:50Z,2024-04-25T09:14:25Z,Python,MIT License,"Chinese version of GPT2 training code, using BERT tokenizer."
ymcui/Chinese-LLaMA-Alpaca-2,7132,562,6,2023-07-18T23:09:10Z,2026-04-19T00:58:50Z,Python,Apache License 2.0,中文LLaMA-2 & Alpaca-2大模型二期项目 + 64K超长上下文模型 (Chinese LLaMA-2 & Alpaca-2 LLMs with 64K long context models)
thunlp/WantWords,7101,611,30,2020-10-05T13:39:54Z,2022-02-23T11:52:43Z,JavaScript,,An open-source online reverse dictionary.
clovaai/donut,6907,564,211,2022-07-20T01:21:19Z,2024-07-11T15:33:26Z,Python,MIT License,"Official Implementation of OCR-free Document Understanding Transformer (Donut) and Synthetic Document Generator (SynthDoG), ECCV 2022"
MycroftAI/mycroft-core,6611,1294,1,2016-05-20T14:11:07Z,2024-09-08T08:02:02Z,Python,Apache License 2.0,"Mycroft Core, the Mycroft Artificial Intelligence platform. "
axa-group/nlp.js,6579,631,115,2018-07-30T17:46:04Z,2025-01-09T14:43:04Z,JavaScript,MIT License,"An NLP library for building bots, with entity extraction, sentiment analysis, automatic language identify, and so more"
codertimo/BERT-pytorch,6530,1317,68,2018-10-15T12:58:15Z,2023-09-15T12:57:08Z,Python,Apache License 2.0,Google AI 2018 BERT pytorch implementation
NLPchina/ansj_seg,6527,2275,54,2012-09-05T05:56:24Z,2023-11-19T06:15:23Z,Java,Apache License 2.0,"ansj分词.ict的真正java实现.分词效果速度都超过开源版的ict. 中文分词,人名识别,词性标注,用户自定义词典"
adbar/trafilatura,6326,397,70,2019-04-08T11:38:48Z,2026-07-18T12:58:16Z,Python,Apache License 2.0,"Python & Command-line tool to gather text and metadata on the Web: Crawling, scraping, extraction, output as CSV, JSON, HTML, MD, TXT, XML"
aisingapore/TagUI,6312,645,1,2016-12-06T04:30:34Z,2026-07-21T06:27:02Z,JavaScript,Apache License 2.0,Free RPA tool by AI Singapore
argosopentech/argos-translate,6299,474,157,2020-04-07T16:22:23Z,2026-06-27T16:18:53Z,Python,MIT License,Open-source offline translation library written in Python
nfmcclure/tensorflow_cookbook,6240,2371,29,2016-06-10T13:23:57Z,2024-05-23T20:56:53Z,Jupyter Notebook,MIT License,Code for Tensorflow Machine Learning Cookbook
axa-group/Parsr,6177,322,72,2019-08-05T12:43:53Z,2026-03-20T13:14:26Z,JavaScript,Apache License 2.0,"Transforms PDF, Documents and Images into Enriched Structured Data"
houbb/sensitive-word,5948,796,11,2020-01-07T03:10:44Z,2026-03-23T10:35:47Z,Java,Apache License 2.0, 👮‍♂️The sensitive word tool for java.(敏感词/违禁词/违法词/脏词。基于 DFA 算法实现的高性能 java 敏感词过滤工具框架。内置支持单词标签分类分级。请勿发布涉及政治、广告、营销、翻墙、违反国家法律法规等内容。高性能敏感词检测过滤组件，附带繁体简体互换，支持全角半角互换，汉字转拼音，模糊搜索等功能。)
